Tieback,Comment,CategoryCode,Category,SubCategoryCode,SubCategory,Coded CategoryCode,Category_1,Coded SubCategoryCode,SubCategory_1,ConditionCode,Condition Description,FinalCode,Hot Alert
57583360,Warning turn indicators blocked out when parking and moving the steering wheel,13,Interior Fit and Appearance,7,Steering wheel (fit/appearance),14,Interior Operation & Controls,6,Turn signal indicators,LE,Location,051406LE,False
57695967,"switches are in an odd location, seem to be not where I expect by about 1-2 cm",14,Interior Operation & Controls,8,"Dome, map lights",14,Interior Operation & Controls,8,"Dome, map lights",LE,Location,051408LE,False
57358430,Not that comfortable on the mid console. Thought it would be more comfortable.,26,Seats,7,Armrest,26,Seats,7,Armrest,CI,"Comfort, fit",052607CI,False
57646875,Does not get heated quicker like i have 2001 chrysler town and country minivan,26,Seats,11,Seat-heating/ventilation,26,Seats,11,Seat-heating/ventilation,AI,Takes a long time to get warm,052611AI,False
57704792,The overall body of car os low to ground making going over puddles very noisy.,19,Exterior Body,99,Exterior problem other than listed,19,Exterior Body,99,Exterior problem other than listed,HL,Height -  too low,051999HL,False
57704627,Rear fender paint protector stickers are not placed equally on rear bed fender,19,Exterior Body,99,Exterior problem other than listed,19,Exterior Body,25,Fenders,MA,Misaligned,051925MA,False
57683165,headrest is at an odd angle- leans forward for safety. but it is uncomfortable,26,Seats,8,Headrest,26,Seats,8,Headrest,CI,"Comfort, fit",052608CI,False
57704792,The overall body of car os low to ground making going over puddles very noisy.,19,Exterior Body,99,Exterior problem other than listed,19,Exterior Body,99,Exterior problem other than listed,NA,Noise,051999NA,False
57592626,Several options for use of the map are grayed our and cannot be accessed by me,29,"Audio, Communication, Navigation System",13,Nav traffic/Nav weather,29,"Audio, Communication, Navigation System",13,Nav traffic/Nav weather,FB,"Features, options",052913FB,False
57637010,Have rubber mats.  Difficulty to clean as a pain to take out.  Hard to vacuum.,13,Interior Fit and Appearance,5,Floor mat,13,Interior Fit and Appearance,5,Floor mat,HM,Hard to clean,051305HM,False
57611145,JUST NOT COLD ENOUGH BUT I AM NOT SURE IF IT US WHO ARE NOT SETTING IT RIGHT.,22,"Heating, Ventilation & Cooling",17,Front AC not cold enough,22,"Heating, Ventilation & Cooling",17,Front AC not cold enough,AE,"Not cold enough, too cold",052217AE,True
57667184,I feel every crack and crevice on the road. The car no longer rides smoothly.,34,Handling & Steering,12,"Tires (excessive road noise,wear,etc.)",34,Handling & Steering,2,Ride comfort,RC,Ride Condition,053402RC,True
57620318,Sounds like a joke horn.   It’s silly.  The sienna had a better sounding horn,14,Interior Operation & Controls,26,Horn,14,Interior Operation & Controls,26,Horn,PA,Performance,051426PA,True
57603857,avoids toll roads when they are clearly the best route...no option to defeat.,29,"Audio, Communication, Navigation System",20,Navigation performance,29,"Audio, Communication, Navigation System",20,Navigation performance,PA,Performance,052920PA,True
57696898,Took me forever to learn how to apply high beams. Too many switch selections.,14,Interior Operation & Controls,15,Controls on steering wheel,14,Interior Operation & Controls,15,Controls on steering wheel,FB,"Features, options",051415FB,True
57686887,Doesn’t have lumbar or the adjustments my 2008 had for height or leg position,26,Seats,9,Lumbar support,26,Seats,13,Height controls,WC,"Would like to have, change, add feature, make standard",052613WC,True
57686887,Doesn’t have lumbar or the adjustments my 2008 had for height or leg position,26,Seats,9,Lumbar support,26,Seats,91,Other - Seat controls - general,WC,"Would like to have, change, add feature, make standard",052691WC,True
57696898,Took me forever to learn how to apply high beams. Too many switch selections.,14,Interior Operation & Controls,15,Controls on steering wheel,14,Interior Operation & Controls,18,Headlight controls,DU,Difficult to understand,051418DU,True
57682882,Too dim. Replaced with aftermarket LEDs high and low beams. A $200.00 upgrade,19,Exterior Body,20,Headlights (including Auto High Beam),19,Exterior Body,20,Headlights (including Auto High Beam),LT,"Too Bright, Too Dim",051920LT,True
57686887,Doesn’t have lumbar or the adjustments my 2008 had for height or leg position,26,Seats,9,Lumbar support,26,Seats,9,Lumbar support,WC,"Would like to have, change, add feature, make standard",052609WC,True
57590162,"Why haven't you gone away from gas caps, especially on such a premium vehicle",19,Exterior Body,45,Fuel door,19,Exterior Body,45,Fuel door,WC,"Would like to have, change, add feature, make standard",051945WC,True
57591908,"Never hear the back speakers.  For an expensive car, sound quality very poor.",29,"Audio, Communication, Navigation System",5,Audio sound quality,29,"Audio, Communication, Navigation System",8,"Speakers, subwoofer",SL,Sound quality ,052908SL,False
57562796,"Was promised an auto start but still haven’t received it, a bit disappointed.",41,Engine,19,Remote engine start (RES),41,Engine,19,Remote engine start (RES),WC,"Would like to have, change, add feature, make standard",054119WC,False
57619765,Only have adjustable piece for one holder.   Miss holders in armrest in back.,14,Interior Operation & Controls,4,Cup holder,14,Interior Operation & Controls,4,Cup holder,WC,"Would like to have, change, add feature, make standard",051404WC,False
57549308,i discovered this was not a standard feature on $35k car which is ridiculous.,14,Interior Operation & Controls,25,"Garage door opener, Home link",14,Interior Operation & Controls,25,"Garage door opener, Home link",WC,"Would like to have, change, add feature, make standard",051425WC,False
57686086,I miss the storage compartment that was in my 2015 above the rear view mirror,13,Interior Fit and Appearance,16,Other storage compartments,13,Interior Fit and Appearance,16,Other storage compartments,WC,"Would like to have, change, add feature, make standard",051316WC,False
57646024,just didnt understand why it stopped when I opened the door but I get it now.,29,"Audio, Communication, Navigation System",47,Remote engine start/stop from app,29,"Audio, Communication, Navigation System",47,Remote engine start/stop from app,DU,Difficult to understand,052947DU,False
57614809,Disappointed the nav system requires cell phone to operate. Not user friendly,29,"Audio, Communication, Navigation System",20,Navigation performance,29,"Audio, Communication, Navigation System",20,Navigation performance,DU,Difficult to understand,052920DU,False
57650637,Driver door and handle difficult to reach when reaching for it to close door.,14,Interior Operation & Controls,99,Interior Operations problem other than listed,19,Exterior Body,3,Driver side front - door,LE,Location,051903LE,False
57650637,Driver door and handle difficult to reach when reaching for it to close door.,14,Interior Operation & Controls,99,Interior Operations problem other than listed,13,Interior Fit and Appearance,91,Other - Door handle (Interior),LE,Location,051391LE,False
57616615,Very hard to see unlock and other icons - need to  find solution to identify.,13,Interior Fit and Appearance,3,Door panel,14,Interior Operation & Controls,99,Interior Operations problem other than listed,VB,Visibility,051499VB,False
57591077,"Remote start does not work, has only worked twice since  I purchased this car",41,Engine,99,Engine problem other than listed,41,Engine,19,Remote engine start (RES),IC,Inoperative,054119IC,False
57685302,passenger side wiper comes up from air in automatic car wash.  wish it didn't,14,Interior Operation & Controls,11,Front windshield wipers,14,Interior Operation & Controls,11,Front windshield wipers,FB,"Features, options",051411FB,False
57625313,seems too tight as you can hear/feel a big pop when the van door is opened...,19,Exterior Body,8,Power sliding door,19,Exterior Body,8,Power sliding door,NA,Noise,051908NA,False
57641937,Did not know wifi dependent plus app needed  Too many apps for everything PIA,29,"Audio, Communication, Navigation System",47,Remote engine start/stop from app,29,"Audio, Communication, Navigation System",47,Remote engine start/stop from app,FB,"Features, options",052947FB,False
57569009,Previously had 2010 Tacoma. NO advances other than a screen that does nothing,29,"Audio, Communication, Navigation System",99,Audio/Comm/Nav problem other than listed,29,"Audio, Communication, Navigation System",99,Audio/Comm/Nav problem other than listed,FB,"Features, options",052999FB,False
57699615,Heat is never too hot compared to other vehicles I have owned even older ones,22,"Heating, Ventilation & Cooling",16,Front heater not hot enough,22,"Heating, Ventilation & Cooling",16,Front heater not hot enough,AF,"Not hot enough, too hot",052216AF,False
57347498,Cup holders are too small in diameter. All of our go thermoses stick in them.,13,Interior Fit and Appearance,11,Center console,14,Interior Operation & Controls,4,Cup holder,SH,Size,051404SH,False
57586593,Does not break as easily or slow down as readily as previous cars I've owned.,36,Brakes,6,Braking effectiveness,36,Brakes,6,Braking effectiveness,PA,Performance,053606PA,False
57600223,The warning come on daily. I was told that the tires being cold may be cause.,45,Gauges & Lights,14,Tire pressure monitoring system,45,Gauges & Lights,14,Tire pressure monitoring system,PA,Performance,054514PA,False
57712976,It will pull the wheel to the right when slowing down if cruise control is on,14,Interior Operation & Controls,30,Lane keep assist/Lane departure warning,14,Interior Operation & Controls,30,Lane keep assist/Lane departure warning,PA,Performance,051430PA,False
57649888,Can’t find tire pressure indicator. Manual says it’s there just can’t find it,45,Gauges & Lights,99,"Gauges, Lights problem other than listed",45,Gauges & Lights,14,Tire pressure monitoring system,WI,Where is it?/What is it?,054514WI,False
57578004,"In all conditions, car seems like it doesn’t know what gear it wants to be in",43,Transmssion,5,Delayed/slow shift,43,Transmssion,5,Delayed/slow shift,SQ,"Shifting Delayed, slow start (engagement)",054305SQ,False
57630635,Doesn't seem to function.  I do not notice any warnings when it is turned on.,14,Interior Operation & Controls,30,Lane keep assist/Lane departure warning,14,Interior Operation & Controls,30,Lane keep assist/Lane departure warning,IC,Inoperative,051430IC,False
57678255,Brakes make a high pitched sound when the engine is cold and I am backing up,36,Brakes,3,Brake noise,36,Brakes,3,Brake noise,NA,Noise,053603NA,True
57624693,Hear abnormal noise (not every occasion) when turning from stopped position.,34,Handling & Steering,5,Steering system,34,Handling & Steering,5,Steering system,NA,Noise,053405NA,True
57712238,Hate the tin can sound when attempting to speed up. NO pick up speed at all.,41,Engine,6,"Engine noise(excessive, abnormal)",41,Engine,6,"Engine noise(excessive, abnormal)",NA,Noise,054106NA,True
57667686,I see those little scratches when you rub the towel and leave circular marks,19,Exterior Body,33,"Chipped paint, scratches",19,Exterior Body,33,"Chipped paint, scratches",CS,Scratched - Paint,051933CS,True
57543853,The headrest pushed my head forward slightly especially if I have my hair up,26,Seats,8,Headrest,26,Seats,8,Headrest,LE,Location,052608LE,True
57672241,Has not worked a few times already and the next day it will for some reason.,41,Engine,19,Remote engine start (RES),41,Engine,19,Remote engine start (RES),NF,"Not working properly, malfunction",054119NF,True
57679626,This car doesn't respond as quickly to gas pedal pressure as my Toyota RAV4.,41,Engine,11,Hesitation,41,Engine,11,Hesitation,EC,"Engine-hesitation, stumbles, dies",054111EC,True
57667686,I see those little scratches when you rub the towel and leave circular marks,19,Exterior Body,33,"Chipped paint, scratches",19,Exterior Body,99,Exterior problem other than listed,DD,"Dirty, dusty, foreign material, acid rain",051999DD,True
57701986,"My intern driving MPG has not exceed 13.5  That may be normal, I don't know.",41,Engine,15,Poor fuel consumption,41,Engine,15,Poor fuel consumption,CJ,Consumption,054115CJ,True
57678970,"Rear Passenger Door seal will not stay snapped down, must have a clip broken",13,Interior Fit and Appearance,10,"Weather strip, door seals",13,Interior Fit and Appearance,10,"Weather strip, door seals",LF,"Loose, fell off",051310LF,True
57542491,The back mat was creased badly and wouldn’t return to form. It was replaced.,13,Interior Fit and Appearance,5,Floor mat,13,Interior Fit and Appearance,5,Floor mat,AD,Appearance,051305AD,True
57655663,Body is way too long.loved my 2011 Prius more. sticks out in parking spaces.,19,Exterior Body,99,Exterior problem other than listed,19,Exterior Body,99,Exterior problem other than listed,SH,Size,051999SH,True
57676674,"Like the location in the doors, but the holder needs to be just a bit larger",13,Interior Fit and Appearance,13,Sunglass holder,13,Interior Fit and Appearance,13,Sunglass holder,SH,Size,051313SH,True
57712238,Hate the tin can sound when attempting to speed up. NO pick up speed at all.,41,Engine,6,"Engine noise(excessive, abnormal)",41,Engine,7,Lacks power,ED,"Engine-lacks, no power, slugglish, engine power",054107ED,True
57618233,Hood has poor fit on passenger side with 1/4” or larger gap after adjustment,19,Exterior Body,30,"Gaps, poor fit",19,Exterior Body,27,Hood,GA,"Gap, poor fit",051927GA,True
57615294,The rubber wiper strip came out of housing. I took apart and fixed myself :),14,Interior Operation & Controls,11,Front windshield wipers,14,Interior Operation & Controls,11,Front windshield wipers,LF,"Loose, fell off",051411LF,True
57559037,"Once again, it tries to get into a higher gear way too soon, causes lugging.",41,Engine,7,Lacks power,41,Engine,7,Lacks power,ED,"Engine-lacks, no power, slugglish, engine power",054107ED,True
57544594,My vehicle has the 3M coating and it is coming up on the passenger's mirror.,19,Exterior Body,99,Exterior problem other than listed,19,Exterior Body,99,Exterior problem other than listed,LF,"Loose, fell off",051999LF,False
57681628,"For a v6 with pretty significant horsepower, I thought it would be stronger.",41,Engine,7,Lacks power,41,Engine,7,Lacks power,ED,"Engine-lacks, no power, slugglish, engine power",054107ED,False
57638501,seat to small which seems to be true for this class car reguareless of brand,26,Seats,10,Seat comfort,26,Seats,92,Other - Seats (unspecified),SH,Size,052692SH,False
57694254,Middle buckle warning sensitivity when passangers on left and right buckled.,45,Gauges & Lights,21,Seat belt warning light/tone,45,Gauges & Lights,21,Seat belt warning light/tone,PA,Performance,054521PA,False
57696669,Floor mats of the rear 2 rows move around and get pinched when moving seats.,13,Interior Fit and Appearance,99,"Interior fit, Appearance prob other than liste",13,Interior Fit and Appearance,5,Floor mat,LF,"Loose, fell off",051305LF,False
57714515,Battery drained completely for no apparent reason. Had to call auto service.,41,Engine,1,Battery,41,Engine,1,Battery,PA,Performance,054101PA,False
57658362,The system constantly works intermittent. Even with both white line visible.,14,Interior Operation & Controls,30,Lane keep assist/Lane departure warning,14,Interior Operation & Controls,30,Lane keep assist/Lane departure warning,NF,"Not working properly, malfunction",051430NF,False
57711841,Head rest sits too high for short person. Strikes me in middle back of head.,26,Seats,8,Headrest,26,Seats,8,Headrest,HH,Height - too high,052608HH,False
57707650,The rear window defogger works slower than expected (slower then the front).,22,"Heating, Ventilation & Cooling",10,Rear window fogs up,22,"Heating, Ventilation & Cooling",10,Rear window fogs up,FG,"Fogging (i.e. windshield, rear window)",052210FG,False
57568462,The words on the controls/buttons/selectors are very hard to see -- too dark,14,Interior Operation & Controls,99,Interior Operations problem other than listed,14,Interior Operation & Controls,99,Interior Operations problem other than listed,VB,Visibility,051499VB,False
57617900,It’s difficult to see what’s in the glove compartment unless we take it out.,13,Interior Fit and Appearance,12,Glove box,13,Interior Fit and Appearance,12,Glove box,VB,Visibility,051312VB,False
57681464,The ac ishould have a dashboard on/off on it instead of having to menu to it,22,"Heating, Ventilation & Cooling",99,"Heating, vent, cool prob other than listed",22,"Heating, Ventilation & Cooling",93,Other - Heating/AC controls unspecified,WC,"Would like to have, change, add feature, make standard",052293WC,False
57703888,I own a Prius. Everything connected right away.  Not so much with this truck,29,"Audio, Communication, Navigation System",15,"Bluetooth connection, pairing",29,"Audio, Communication, Navigation System",15,"Bluetooth connection, pairing",PG,Pairing (connect-compatible),052915PG,False
57652508,I don't have navigation in my car.  How can a 2020 car not have navigation??,29,"Audio, Communication, Navigation System",18,Nav controls,29,"Audio, Communication, Navigation System",20,Navigation performance,WC,"Would like to have, change, add feature, make standard",052920WC,False
57693296,WHEN WE SHUT AIR VENTS. THE BLOWS STRONG THROUGH THEM POOR QUALITY OR DESIGN,26,Seats,11,Seat-heating/ventilation,26,Seats,11,Seat-heating/ventilation,QA,"Quality (cheap looking, cheaply made",052611QA,False
57342721,"Way too many things to fuss with.  Simplify the lights, the heat, the radio.",13,Interior Fit and Appearance,2,Dashboard,45,Gauges & Lights,99,"Gauges, Lights problem other than listed",WC,"Would like to have, change, add feature, make standard",054599WC,False
57342721,"Way too many things to fuss with.  Simplify the lights, the heat, the radio.",13,Interior Fit and Appearance,2,Dashboard,22,"Heating, Ventilation & Cooling",99,"Heating, vent, cool prob other than listed",WC,"Would like to have, change, add feature, make standard",052299WC,False
57573898,There is no android auto.  That isn't fair to people who have android phone.,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,WC,"Would like to have, change, add feature, make standard",052958WC,False
57516809,I’m pretty short and the headrest doesn’t have a comfortable setting for me.,26,Seats,8,Headrest,26,Seats,8,Headrest,CI,"Comfort, fit",052608CI,False
57591080,It's different than my prior 2017 and I have had diffficukty using the cusor,29,"Audio, Communication, Navigation System",18,Nav controls,29,"Audio, Communication, Navigation System",18,Nav controls,DU,Difficult to understand,052918DU,False
57342721,"Way too many things to fuss with.  Simplify the lights, the heat, the radio.",13,Interior Fit and Appearance,2,Dashboard,29,"Audio, Communication, Navigation System",1,"AM, FM Radio",WC,"Would like to have, change, add feature, make standard",052901WC,False
57660838,"the right rear speaker was ""tweeting"" we had to take it in to have it fixed.",29,"Audio, Communication, Navigation System",8,"Speakers, subwoofer",29,"Audio, Communication, Navigation System",8,"Speakers, subwoofer",NA,Noise,052908NA,False
57584020,Ridiculous that my 2009 Prius had a more advanced mirror than my 2020 model!,14,Interior Operation & Controls,5,Rear view mirror,14,Interior Operation & Controls,5,Rear view mirror,FB,"Features, options",051405FB,False
57714469,When accelerating quickly from a stop there seems to be a slight hesitation.,41,Engine,11,Hesitation,41,Engine,11,Hesitation,EC,"Engine-hesitation, stumbles, dies",054111EC,False
57655009,When turn engine off sometimes lights stay on A minute and sometimes not???,19,Exterior Body,37,Daytime Running Lights (DRL),19,Exterior Body,37,Daytime Running Lights (DRL),PA,Performance,051937PA,True
57653877,Fuel sputtering issue not resolved by dealer. Had it taken in twice already,34,Handling & Steering,1,Handling stability,34,Handling & Steering,1,Handling stability,ZZ,Unspecified ,053401ZZ,True
57653877,Fuel sputtering issue not resolved by dealer. Had it taken in twice already,41,Engine,99,Engine problem other than listed,41,Engine,99,Engine problem other than listed,ZZ,Unspecified ,054199ZZ,True
57653877,Fuel sputtering issue not resolved by dealer. Had it taken in twice already,34,Handling & Steering,4,Vehicle vibration,41,Engine,99,Engine problem other than listed,ZZ,Unspecified ,054199ZZ,True
57669636,They need to be illuminated so you can see him at night time very dangerous,19,Exterior Body,18,Rear window,NULL,NULL,NULL,NULL,NULL,NULL,9,True
57607103,Sun visor is small and doesn't come down far enough to be really effective.,13,Interior Fit and Appearance,8,Sun visor,13,Interior Fit and Appearance,8,Sun visor,SH,Size,051308SH,True
57653877,Fuel sputtering issue not resolved by dealer. Had it taken in twice already,34,Handling & Steering,2,Ride comfort,41,Engine,99,Engine problem other than listed,ZZ,Unspecified ,054199ZZ,True
57653877,Fuel sputtering issue not resolved by dealer. Had it taken in twice already,41,Engine,7,Lacks power,41,Engine,7,Lacks power,ED,"Engine-lacks, no power, slugglish, engine power",054107ED,True
57653877,Fuel sputtering issue not resolved by dealer. Had it taken in twice already,41,Engine,15,Poor fuel consumption,41,Engine,15,Poor fuel consumption,CJ,Consumption,054115CJ,True
57705802,Mounting a holder for a cell-phone is more difficult than on earlier models,29,"Audio, Communication, Navigation System",99,Audio/Comm/Nav problem other than listed,14,Interior Operation & Controls,99,Interior Operations problem other than listed,HB,Hard to operate (requires too much effort),051499HB,True
57607103,Satellite radio volume is much higher than when streaming music from phone.,29,"Audio, Communication, Navigation System",12,Satellite Radio,29,"Audio, Communication, Navigation System",12,Satellite Radio,SL,Sound quality ,052912SL,True
57658938,"Observed noise and rattles car, however it's not the same in Corolla models",41,Engine,7,Lacks power,41,Engine,6,"Engine noise(excessive, abnormal)",NC,"Noise-squeaks, rattles",054106NC,True
57653877,Fuel sputtering issue not resolved by dealer. Had it taken in twice already,41,Engine,11,Hesitation,41,Engine,11,Hesitation,EC,"Engine-hesitation, stumbles, dies",054111EC,True
57623554,I bought the car and two days later I noticed scratches on the rear bumper.,19,Exterior Body,33,"Chipped paint, scratches",19,Exterior Body,24,Bumpers,CS,Scratched - Paint,051924CS,True
57568690,Just a deep box with no way to organize or stabilize anything you put in it,13,Interior Fit and Appearance,16,Other storage compartments,13,Interior Fit and Appearance,16,Other storage compartments,FB,"Features, options",051316FB,True
57590162,No preset numbered buttons.  Programming requires a computer science degree,29,"Audio, Communication, Navigation System",1,"AM, FM Radio",29,"Audio, Communication, Navigation System",3,Audio controls,WC,"Would like to have, change, add feature, make standard",052903WC,True
57590162,No preset numbered buttons.  Programming requires a computer science degree,29,"Audio, Communication, Navigation System",1,"AM, FM Radio",29,"Audio, Communication, Navigation System",3,Audio controls,DU,Difficult to understand,052903DU,True
57669636,They need to be illuminated so you can see him at night time very dangerous,19,Exterior Body,18,Rear window,19,Exterior Body,18,Rear window,WC,"Would like to have, change, add feature, make standard",051918WC,True
57575508,Better if there were a handle on drivers side also to assist in getting in.,13,Interior Fit and Appearance,18,Assist handles,13,Interior Fit and Appearance,18,Assist handles,WC,"Would like to have, change, add feature, make standard",051318WC,True
57420589,Why so warm. I like daylight. I wish we can change it without changing bulb,14,Interior Operation & Controls,8,"Dome, map lights",14,Interior Operation & Controls,8,"Dome, map lights",WC,"Would like to have, change, add feature, make standard",051408WC,True
57705802,"I wish it was installed.  We had it on earlier models, and miss it greatly.",29,"Audio, Communication, Navigation System",10,CD (MP3)/DVD player,29,"Audio, Communication, Navigation System",10,CD (MP3)/DVD player,WC,"Would like to have, change, add feature, make standard",052910WC,True
57590974,Horrible!  Horrible! Horrible!  Difficult to be precise with this trackpad.,14,Interior Operation & Controls,32,Remote Touch controller,14,Interior Operation & Controls,32,Remote Touch controller,DU,Difficult to understand,051432DU,True
57704516,"The standard mirrors are not safe , has bad blindspot needs trailer mirrors",19,Exterior Body,14,Exterior mirrors,19,Exterior Body,14,Exterior mirrors,VB,Visibility,051914VB,True
57660272,i do not like the current poisition.  it makes it hard to retrieve beverage,14,Interior Operation & Controls,4,Cup holder,14,Interior Operation & Controls,4,Cup holder,LE,Location,051404LE,True
57678545,Havent had the truck 3 months an paint is chipped so bad around the fenders,19,Exterior Body,25,Fenders,19,Exterior Body,25,Fenders,CP,Chipped - Paint,051925CP,False
57685447,Entune maintenance apps should come pre loaded. Entune didn't work at first,29,"Audio, Communication, Navigation System",59,Over-the-air updates,29,"Audio, Communication, Navigation System",59,Over-the-air updates,WC,"Would like to have, change, add feature, make standard",052959WC,False
57644152,I can’t display map and not sure if my unit can.  Website is really no help,29,"Audio, Communication, Navigation System",13,Nav traffic/Nav weather,29,"Audio, Communication, Navigation System",13,Nav traffic/Nav weather,WC,"Would like to have, change, add feature, make standard",052913WC,False
57688749,Lumbar and leg support are non existent. Need to have more seat adjustment.,26,Seats,14,Lumbar support controls,26,Seats,14,Lumbar support controls,WC,"Would like to have, change, add feature, make standard",052614WC,False
57688749,Lumbar and leg support are non existent. Need to have more seat adjustment.,26,Seats,14,Lumbar support controls,26,Seats,9,Lumbar support,WC,"Would like to have, change, add feature, make standard",052609WC,False
57711482,Heated area is limited I would like more of the steering wheel to be heated,13,Interior Fit and Appearance,7,Steering wheel (fit/appearance),34,Handling & Steering,14,Steering wheel heater,WC,"Would like to have, change, add feature, make standard",053414WC,False
57678998,"they are to low, the 2nd row arm rest are very low so comfort level is poor",26,Seats,7,Armrest,26,Seats,7,Armrest,HL,Height -  too low,052607HL,False
57678998,"they are to low, the 2nd row arm rest are very low so comfort level is poor",26,Seats,7,Armrest,26,Seats,7,Armrest,CI,"Comfort, fit",052607CI,False
57681762,Phone holder should be able to have a recharge cord  with the phone upright,14,Interior Operation & Controls,99,Interior Operations problem other than listed,14,Interior Operation & Controls,99,Interior Operations problem other than listed,WC,"Would like to have, change, add feature, make standard",051499WC,False
57651689,When I start the car the air compressor for the AC makes a LOUD bang noise.,41,Engine,6,"Engine noise(excessive, abnormal)",22,"Heating, Ventilation & Cooling",91,Other - AC,NA,Noise,052291NA,False
57615411,"Had widows  tinted , wish they were a little darker, love the car thank you",26,Seats,99,Seat problem other than listed,19,Exterior Body,90,"Other -Window-general, unspecified",CH,"Color - uneven, patched, uniformity",051990CH,False
57698533,More interior noise than my 2015 Sienna.  Plus has a vibration when moving.,34,Handling & Steering,2,Ride comfort,13,Interior Fit and Appearance,99,"Interior fit, Appearance prob other than liste",NA,Noise,051399NA,False
57700280,"groan when damp, I am assuming....that is only the times it seems to happen",36,Brakes,3,Brake noise,36,Brakes,3,Brake noise,NB,"Noise-groan, grinding ",053603NB,False
57646959,Transmission shifts from 2nd gear to 3rd gear too soon during city driving.,43,Transmssion,4,"Shifts up, down too often",43,Transmssion,4,"Shifts up, down too often",SG,"Shifting up, down too often",054304SG,False
57699615,Loud valve train noise when idling. Seems more excessive than most vehicles,41,Engine,6,"Engine noise(excessive, abnormal)",41,Engine,6,"Engine noise(excessive, abnormal)",ZG,At engine idle,054106ZG,False
57698533,More interior noise than my 2015 Sienna.  Plus has a vibration when moving.,34,Handling & Steering,2,Ride comfort,34,Handling & Steering,4,Vehicle vibration,VA,Vibration,053404VA,False
57692795,Light on-car wouldn’t start. Towed to dealer. Dealer could find no problem.,45,Gauges & Lights,2,"Battery gauge, light",41,Engine,3,Does not start,EF,"Engine-seized, frozen , won't start at all",054103EF,False
57680855,Horrible voice recognition. Not even close even after I used voice training,29,"Audio, Communication, Navigation System",30,Voice recognition - does not recognize,29,"Audio, Communication, Navigation System",30,Voice recognition - does not recognize,MH,Voice command - does not recognize,052930MH,False
57685447,Entune maintenance apps should come pre loaded. Entune didn't work at first,29,"Audio, Communication, Navigation System",59,Over-the-air updates,29,"Audio, Communication, Navigation System",99,Audio/Comm/Nav problem other than listed,NF,"Not working properly, malfunction",052999NF,False
57690275,failed to engage on one occasion on the freeway.  Next trip it seemed fine.,14,Interior Operation & Controls,17,Cruise control (including dynamic cruise control),14,Interior Operation & Controls,17,Cruise control (including dynamic cruise control),NF,"Not working properly, malfunction",051417NF,False
57584446,android auto is not operating I do not know if it is the phone or the truck,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,IC,Inoperative,052958IC,False
57663093,"The USB connection between my phone and carplay goes in and out frequently,",14,Interior Operation & Controls,1,"Cigarette lighter, power outlet",29,"Audio, Communication, Navigation System",9,USB (input/charging),NF,"Not working properly, malfunction",052909NF,False
57644560,The top few inches never defrost despite having the defrosting coils/lines.,22,"Heating, Ventilation & Cooling",10,Rear window fogs up,22,"Heating, Ventilation & Cooling",94,Other - Defroster (frost),NF,"Not working properly, malfunction",052294NF,False
57681471,Driver side Vibrations. Annoying but not broken. Plan to have it looked at.,19,Exterior Body,14,Exterior mirrors,19,Exterior Body,14,Exterior mirrors,VA,Vibration,051914VA,False
57644560,The top few inches never defrost despite having the defrosting coils/lines.,22,"Heating, Ventilation & Cooling",10,Rear window fogs up,22,"Heating, Ventilation & Cooling",10,Rear window fogs up,FG,"Fogging (i.e. windshield, rear window)",052210FG,False
57690235,Even in eco mode in moderate California weather it demolishes fuel economy.,22,"Heating, Ventilation & Cooling",12,"Automatic heating, AC controls",41,Engine,15,Poor fuel consumption,CJ,Consumption,054115CJ,False
57653079,Key.  To insert the key into ignition sometimes requires multiple attempts.,41,Engine,4,Ignition switch/key,41,Engine,4,Ignition switch/key,HB,Hard to operate (requires too much effort),054104HB,False
57619765,I haven't seen a low fuel light come on and have been very very near empty.,45,Gauges & Lights,7,Low fuel light,45,Gauges & Lights,7,Low fuel light,ZZ,Unspecified ,054507ZZ,False
57625087,Passenger front Tundra floor mat slides forward.  It doesn't stay in place.,13,Interior Fit and Appearance,5,Floor mat,13,Interior Fit and Appearance,5,Floor mat,LF,"Loose, fell off",051305LF,False
57625087,Glovebox is small.  It barely holds the documents that came with the truck.,13,Interior Fit and Appearance,12,Glove box,13,Interior Fit and Appearance,12,Glove box,SH,Size,051312SH,False
57569413,Poor navigation performance  of the navigation system recommended by Toyota,29,"Audio, Communication, Navigation System",20,Navigation performance,29,"Audio, Communication, Navigation System",20,Navigation performance,PA,Performance,052920PA,False
57591830,Often I have to push the button two or three times to start the automobile.,41,Engine,18,Push button start,41,Engine,18,Push button start,PA,Performance,054118PA,False
57692795,Light on-car wouldn’t start. Towed to dealer. Dealer could find no problem.,45,Gauges & Lights,2,"Battery gauge, light",45,Gauges & Lights,2,"Battery gauge, light",ZZ,Unspecified ,054502ZZ,False
57687461,I cannot fill up my tank beyond 10 gallons when the fuel light illuminates.,45,Gauges & Lights,6,Fuel gauge,45,Gauges & Lights,6,Fuel gauge,ZZ,Unspecified ,054506ZZ,False
57682092,when backing up I hear and feel a crunch type sound when brake are applied,36,Brakes,3,Brake noise,36,Brakes,3,Brake noise,NA,Noise,053603NA,True
